name,resultv,latency,inlen,outlen,mem,tprocess2,tprocess3,tkafka,kafkalen,tdatabase,resulsetlen,numthread,tranrate,loadcpu,freemem
1678830331602,200,688,13702,6859,33411.8125,437,157,63,252,31,17,1,20,0.02308935731224843,620871680
1678830337605,200,735,8922,4469,35033.515625,140,32,516,241,47,17,1,20,0.012982948440636135,627838976
1678830343607,200,1360,11742,10715,43419.640625,437,94,767,77,62,9688,1,20,0.01561295928579879,611188736
1678830397837,200,1429,3162,1589,20451.75,586,11,798,205,33,17,2,30,0.007591543101338673,513155072
1678830398337,200,868,4202,2109,22016.3828125,446,45,344,252,33,17,2,30,0.04166657777796741,572395520
1678830403831,200,453,10082,9479,29293.640625,313,15,78,68,47,8876,2,30,0.019823558278597053,508583936
1678830406344,200,843,3542,1779,30877.7421875,204,93,515,258,31,17,2,30,0.042407066585627644,547217408
1678830411820,200,1017,19262,14685,40034.6875,78,16,892,81,31,10108,2,30,0.017238103198924916,521646080
1678830414335,200,3097,9502,8091,18263.609375,124,79,2862,39,32,6680,2,30,0.01911811437622771,543989760
1678830419834,200,766,17802,14249,28129.6484375,313,109,312,87,32,10696,2,30,0.024447033048418484,534982656
1678830422744,200,724,8562,8649,35206.4140625,140,5,532,66,47,8736,2,30,0.02445606409173978,522194944
1678830427837,200,2016,16942,8479,36831.859375,187,0,1798,260,31,17,2,30,0.01691528469159797,516493312
1678830430743,200,751,10762,9889,44333.3359375,172,31,502,69,46,9016,2,30,0.031239042385232674,538497024
1678830435840,200,797,2162,1089,19332.6640625,234,172,360,138,31,17,2,30,0.01868349646799211,534065152
1678830438747,200,906,2822,1419,20784.296875,125,62,688,221,31,17,2,30,0.029554184138240572,544972800
1678830443843,200,306,8902,5198,22530.6640625,94,9,110,8,93,1495,2,30,0.016867626050456868,527433728
1678830446750,200,984,16582,14227,34143.53125,375,15,500,100,94,11872,2,30,0.03785852193338444,513683456
1678830451843,200,2157,6322,3766,35949.9296875,266,16,1844,7,31,1210,2,30,0.01671363371968869,533938176
1678830454751,200,454,5282,2649,37359.328125,266,47,94,200,47,17,2,30,0.020218482183044135,533303296
1678830460058,200,1080,6562,3289,39094.109375,297,13,692,271,78,17,2,30,0.025285085054980515,518758400
1678830462751,200,904,15242,7629,40759.1953125,219,76,578,189,31,17,2,30,0.041342023896086696,524529664
1678830468054,200,797,7962,3989,42252.1953125,688,16,62,179,31,17,2,30,0.014744628321938812,519946240
1678830470758,200,297,19842,16523,29456.7421875,187,1,63,114,46,13205,2,30,0.029062653985565876,505663488
1678830476064,200,453,12762,12824,43033.53125,329,31,62,111,31,12886,2,30,0.026149409011269508,521379840
1678830478746,200,734,9502,10533,27601.3125,421,47,219,97,31,11564,2,30,0.02833710127612894,543608832
1678830484052,200,391,15622,7819,29330.8046875,282,31,47,273,31,17,2,30,0.017849745922432603,548614144
1678830486754,200,735,14242,7129,30851.0859375,313,31,360,179,31,17,2,30,0.033118034157424994,521216000
1678830492053,200,391,14802,11965,38601.171875,125,94,63,71,109,9128,2,30,0.014562987441830301,531873792
1678830494757,200,813,12202,6109,40188.3671875,62,32,688,236,31,17,2,30,0.026611668902204552,549277696
1678830500062,200,1016,15622,11031,44598.3515625,187,16,766,37,47,6440,2,30,0.01733125032964038,531738624
1678830502749,200,703,3962,7385,27888.984375,297,250,109,89,47,10808,2,30,0.04093322896841339,550629376
1678830508049,200,2688,2022,1019,29690.46875,437,110,2110,289,31,17,2,30,0.03100041536068904,533823488
1678830510746,200,657,1542,779,31068.21875,515,32,78,256,32,17,2,30,0.02585546137946981,542363648
1678830516060,200,219,11502,5759,32671.609375,146,4,36,188,33,17,2,30,0.017819147005130737,547889152
1678830518748,200,798,13082,6549,34216.7890625,297,16,453,223,32,17,2,30,0.023590757058345076,547680256
1678830524067,200,297,17442,8729,35916.1875,125,0,141,294,31,17,2,30,0.017651361934840813,538771456
1678830526765,200,578,8502,4259,37490.4609375,484,16,47,129,31,17,2,30,0.03822281675128281,525086720
1678830532048,200,453,4502,7221,19516.34375,344,31,31,79,47,9940,2,30,0.015933593731748793,543469568
1678830534752,200,859,15462,9229,21748.4765625,234,47,547,16,31,2996,2,30,0.035918503960402984,530190336
1678830540052,200,250,7282,3649,23391.84375,94,0,109,298,47,17,2,30,0.021928174947119766,525688832
1678830542754,200,281,762,389,24892.8828125,140,63,32,200,46,17,2,30,0.03777528114293672,535126016
1678830548052,200,937,12242,6129,26598.1640625,360,15,281,206,281,17,2,30,0.013307474611420322,508735488
1678830550758,200,968,14622,7745,28294.40625,281,156,500,5,31,868,2,30,0.02285242089405983,508157952
1678830556055,200,781,17502,8759,30218.28125,485,15,234,133,47,17,2,30,0.015942028985507246,493981696
1678830558743,200,453,12982,6499,31363.203125,63,250,109,225,31,17,2,30,0.009852173884532144,485019648
1678830564069,200,380,10002,5009,32965.640625,255,30,64,146,31,17,2,30,0.02467107963991876,497827840
1678830566743,200,1096,2742,1379,34528.2265625,457,235,369,159,35,17,2,30,0.023119016474870073,523943936
1678830572048,200,830,3402,1709,36096.140625,308,219,271,151,32,17,2,30,0.020772980899493337,488357888
1678830574753,200,550,15542,7779,37668.3984375,185,172,162,282,31,17,2,30,0.031905457599535655,489517056
1678830580052,200,546,8742,4379,39324.4140625,237,76,77,237,156,17,2,30,0.01770914199178715,475242496
1678830582756,200,436,6562,3289,40766.125,288,18,99,236,31,17,2,30,0.037443337745855954,470749184
1678830588066,200,2788,4022,2019,42517.8984375,187,127,2443,293,31,17,2,30,0.02082598235658952,588140544
1678830590751,200,897,11162,5589,44041.6796875,60,7,815,282,15,17,2,30,0.028016854939931862,599003136
1678830596058,200,720,13022,6519,19128.21875,390,62,237,247,31,17,2,30,0.01929669092886523,600887296
1678830598746,200,365,162,89,20640.78125,180,56,97,161,32,17,2,30,0.058586808927812276,618434560
1678830604050,200,900,11382,5699,22276.4765625,483,125,260,205,32,17,2,30,0.02361928642847895,653885440
1678830606755,200,999,2122,1069,23927.8671875,121,110,737,196,31,17,2,30,0.03706118597911612,662163456
1678830612058,200,1394,12482,9251,28083.671875,600,47,716,33,31,6020,2,30,0.025165416248253625,777273344
1678830614747,200,690,3962,5951,33805.28125,580,11,68,52,31,7940,2,30,0.033894867340912405,815734784
1678830620053,200,730,11842,5929,35517.96875,217,93,389,279,31,17,2,30,0.017915744061585366,886419456
1678830622753,200,1969,19522,9769,37153.03125,170,61,1707,181,31,17,2,30,0.02498297799783904,852566016
1678830628053,200,710,11202,5609,39297.3125,93,141,444,269,32,17,2,30,0.025992062090288048,910663680
1678830631936,200,1228,12362,8752,42337.7265625,379,100,702,27,47,5142,2,30,0.010608189547547891,903155712
1678830643172,200,2842,16162,8999,44562.53125,1894,82,772,10,94,1837,2,30,0.029459550021477977,867201024
1678830644252,200,1347,10422,5219,19177.4296875,537,568,117,216,125,17,2,30,0.04616693312989351,886784000
1678830651183,200,1207,10822,5419,21974.171875,368,15,785,167,39,17,2,30,0.020237460642726204,855764992
1678830652268,200,863,3042,1529,22347.9921875,767,0,65,214,16,17,2,30,0.0282244256196418,837140480
1678830659169,200,825,3382,1699,23919.1640625,125,187,481,250,32,17,2,30,0.02464697871419647,811806720
1678830660278,200,1040,18622,9319,25534.09375,109,42,858,276,31,17,2,30,0.06829211068558023,825638912
1678830667181,200,1097,14842,7429,27519.03125,948,63,55,224,31,17,2,30,0.01821682495751654,811896832
1678830668259,200,552,15682,7849,28729.2734375,371,49,101,276,31,17,2,30,0.05105360163730009,811839488
1678830676267,200,768,10642,6125,31955.8046875,381,46,311,9,30,1609,2,30,0.022140578004409127,774389760
1678830675170,200,1042,4162,2089,32207.2734375,899,16,95,193,32,17,2,30,0.01913501560394338,791359488
1678830683178,200,1065,15302,12985,42109.2109375,112,50,872,87,31,10668,2,30,0.02530169129459079,767672320
1678830684256,200,750,9122,7481,19306.015625,371,47,175,31,157,5840,2,30,0.08989166482568538,751804416
1678830691168,200,874,19122,12511,23440.671875,355,172,315,32,32,5900,2,30,0.0266191604802318,798789632
1678830692262,200,201,9742,4879,24881.5625,109,5,55,250,32,17,2,30,0.06970604348051086,783675392
1678830699180,200,2277,14882,7449,26745.4765625,158,79,2009,265,31,17,2,30,0.01732345607705065,750985216
1678830700259,200,760,12342,6179,28215.90625,113,32,584,276,31,17,2,30,0.034202358319447304,754331648
1678830707169,200,1340,9382,4699,30379.3203125,972,22,174,287,172,17,2,30,0.022550309146955872,728449024
1678830708265,200,992,7302,3659,31361.1015625,98,108,755,197,31,17,2,30,0.06626464278968167,763723776
1678830715181,200,1077,12662,6339,34120.8671875,590,55,151,283,281,17,2,30,0.034594366057854535,740552704
1678830716256,200,697,17222,8619,34715.171875,566,16,99,276,16,17,2,30,0.030573496572520256,754323456
1678830723169,200,184,7802,3909,36222.1640625,94,17,42,248,31,17,2,30,0.019682424916837724,744611840
1678830724262,200,338,4342,2179,37703.8984375,172,17,117,223,32,17,2,30,0.06195034897044578,732712960
1678830731168,200,631,15682,11286,42480.5,547,6,47,42,31,6890,2,30,0.011415811687517506,702509056
1678830732267,200,898,18222,9119,44081.6796875,155,47,665,195,31,17,2,30,0.0746164011516648,728285184
1678830739181,200,1083,1942,979,19113.453125,271,125,593,231,94,17,2,30,0.01358261520296107,736874496
1678830740265,200,948,12762,6389,20654.5859375,382,23,512,278,31,17,2,30,0.07360110790275703,709431296
1678830747178,200,876,13602,13055,33439.7421875,358,98,389,107,31,12509,2,30,0.015006406156293072,725454848
1678830748257,200,604,8422,4219,34874.484375,511,0,62,132,31,17,2,30,0.07263468911888195,720883712
1678830755179,200,932,12942,6479,36499.75,232,91,577,129,32,17,2,30,0.016039343442619272,690028544
1678830756268,200,1214,962,7054,23467.5390625,932,144,91,113,47,13147,2,30,0.0848559968841783,696217600
1678830763180,200,386,10022,9911,32398.8203125,169,109,77,78,31,9800,2,30,0.020300765751380387,710578176
1678830764259,200,738,9722,8036,36370.1328125,617,15,75,36,31,6350,2,30,0.03578376264993225,709570560
1678830771181,200,742,17762,15353,23356.21875,105,31,543,111,63,12944,2,30,0.020358414649244892,701161472
1678830772263,200,993,17162,11921,28034.9453125,141,25,795,39,32,6680,2,30,0.08447986509791709,710836224
1678830779170,200,455,19722,9869,29729.703125,244,31,149,233,31,17,2,30,0.010565755900135984,732360704
1678830780263,200,1129,10062,6268,31811.875,103,102,892,13,32,2474,2,30,0.07896768389678355,730718208
1678830787180,200,829,16742,14611,19027.734375,540,31,107,106,151,12480,2,30,0.015950264632207677,681361408
1678830788259,200,665,8682,4349,19505.84375,487,14,133,263,31,17,2,30,0.029152125586424157,702787584
1678830795169,200,565,19042,15205,30438.1484375,456,30,47,95,32,11368,2,30,0.030696838695836514,672710656
1678830796257,200,1050,762,389,32159.453125,268,137,613,132,32,17,2,30,0.07406459061446613,744923136
1678831041566,200,880,13322,8043,39712.9453125,167,293,377,15,43,2764,2,60,0.004063399300955549,887525376
1678831042079,200,1194,16782,8682,41298.6796875,180,147,834,3,33,583,2,60,0.05022649042270322,865067008
1678831044563,200,1927,13342,6679,43057.84375,181,57,1658,250,31,17,2,60,0.027111170721948352,853098496
1678831046078,200,826,13202,6609,44507.609375,296,113,385,235,32,17,2,60,0.03560752137432954,868978688
1678831049470,200,637,7882,3949,19244.71875,538,6,60,299,33,17,2,60,0.042375271608540904,859754496
1678831050651,200,1874,2002,6013,28087.671875,607,175,1054,80,38,10024,2,60,0.06295395847641509,857624576
1678831053465,200,371,4582,8171,39529.6015625,244,29,66,99,32,11760,2,60,0.031151346517519607,860221440
1678831054706,200,1024,5202,4244,41711.28125,90,17,884,18,33,3286,2,60,0.05733104332592049,858447872
1678831057474,200,1050,14362,13580,28337.0625,480,150,379,110,41,12799,2,60,0.03384368283382705,876085248
1678831058707,200,2092,7722,9956,41469.09375,426,1,1625,103,40,12190,2,60,0.08048995588377714,855457792
1678831061473,200,2775,522,269,41969.4375,1028,21,1695,222,31,17,2,60,0.01621626894976973,870703104
1678831065941,200,812,5362,4904,18621.6640625,506,145,54,24,107,4446,2,60,0.03798436045920697,858165248
1678831066703,200,1885,4482,2249,19699.6484375,466,16,1372,147,31,17,2,60,0.06877839879737314,836128768
1678831070753,200,1210,6602,3309,22867.421875,1104,16,46,227,44,17,2,60,0.011842813338734357,798785536
1678831069952,200,2260,16382,8199,22916.375,234,881,963,243,182,17,2,60,0.033122834126267486,821755904
1678831080179,200,733,12202,6109,25035.4921875,104,47,395,274,187,17,2,60,0.02832414388333965,786935808
1678831080012,200,4707,5702,2859,26458.03125,556,541,3579,210,31,17,2,60,0.02832414388333965,776515584
1678831084224,200,686,16802,13091,34148.1328125,484,17,91,73,94,9380,2,60,0.03444689204156643,820305920
1678831086959,200,1077,2242,1129,35687.609375,780,180,86,153,31,17,2,60,0.04877954010901738,789565440
1678831088539,200,950,1902,959,37312.046875,699,156,64,208,31,17,2,60,0.0639021588658162,788619264
1678831090971,200,174,8642,8411,43259.390625,90,0,52,54,32,8180,2,60,0.03181893269871142,815845376
1678831092539,200,4029,18822,9419,45064.8203125,156,92,3703,291,78,17,2,60,0.04685150116107764,827707392
1678831094972,200,1790,3142,1579,20115.140625,326,46,1356,205,62,17,2,60,0.027490710573670342,789598208
1678831099049,200,714,14562,11677,27095.9453125,69,78,489,67,78,8792,2,60,0.03697597104478053,831410176
1678831101895,200,652,6702,3359,28648.6328125,485,78,58,150,31,17,2,60,0.050444490150429254,800309248
1678831103349,200,2046,6822,3902,30218.453125,1922,15,78,6,31,982,2,60,0.0644554272672927,782462976
1678831105896,200,1809,13822,10776,36057.3671875,148,1,1611,50,49,7730,2,60,0.030901100728221408,890548224
1678831107830,200,1099,4002,8560,22818.5234375,453,20,579,113,47,13118,2,60,0.019396874274091376,869949440
1678831111945,200,505,13582,6799,24351.8828125,233,12,158,246,102,17,2,60,0.033062839629754384,861171712
1678831112947,200,1122,13102,6559,25864.109375,120,10,961,276,31,17,2,60,0.08510842268355981,847745024
1678831115957,200,456,15502,7759,27549.6796875,122,23,279,266,32,17,2,60,0.029017955728535307,862990336
1678831116951,200,2674,17342,8679,29021.4296875,438,19,2183,289,34,17,2,60,0.059693646475696666,871899136
1678831119958,200,826,19342,9679,30711.609375,262,65,465,286,33,17,2,60,0.031758252228424766,866172928
1678831121838,200,623,17882,8949,32279.5625,352,27,122,202,122,17,2,60,0.04145779064778281,853454848
1678831123945,200,712,17842,13625,40167.03125,598,7,65,74,42,9408,2,60,0.03632033808295654,841662464
1678831125849,200,340,16762,8389,41787.375,183,26,75,253,56,17,2,60,0.026728888015208938,834945024
1678831127948,200,4050,10162,5089,44909.2734375,1665,16,2335,243,34,17,2,60,0.030295806313917487,895307776
1678831129842,200,2900,4102,2059,44909.2734375,2599,161,107,269,33,17,2,60,0.0306593521791711,749436928
1678831135148,200,2314,6262,6066,22746.65625,793,226,1205,31,90,5870,2,60,0.02334872069233711,735633408
1678831135265,200,2959,14922,13614,34742.484375,643,1138,1136,105,42,12306,2,60,0.11272238843938051,758427648
1678831140354,200,398,5902,2959,36305.0859375,207,41,65,282,85,17,2,60,0.03706789426118391,727269376
1678831142016,200,1981,11942,5979,39223.1328125,578,125,1242,127,36,17,2,60,0.06625120866666592,709619712
1678831144367,200,2641,222,744,39420.0234375,1630,32,946,7,33,1267,2,60,0.0203981384317662,725618688
1678831150153,200,639,5482,3631,41219.6640625,399,86,113,10,41,1780,2,60,0.02825502469921864,765681664
1678831151077,200,376,3802,4037,43841.046875,223,4,116,23,33,4272,2,60,0.042505255689855546,744235008
1678831154152,200,2035,10522,5269,19114.671875,316,97,1572,232,50,17,2,60,0.03722606263711699,761212928
1678831155515,200,817,2522,5363,25444.4453125,102,371,307,61,37,8204,2,60,0.030609561160672528,781754368
1678831159107,200,735,4642,2329,26932.421875,441,50,209,243,35,17,2,60,0.04680484421900014,773877760
1678831160046,200,755,1742,879,28401.9375,376,34,312,177,33,17,2,60,0.06677312379986439,796000256
1678831163108,200,554,12482,6249,30322.234375,333,32,108,243,81,17,2,60,0.020934298057243547,745603072
1678831164046,200,697,5082,7889,39655.8203125,309,79,125,87,184,10696,2,60,0.0597020677139078,727613440
1678831167109,200,1319,13062,6539,41885.4921875,852,117,233,225,117,17,2,60,0.02766782995772661,746868736
1678831168048,200,1250,18202,15428,27609.1875,218,49,934,108,49,12654,2,60,0.03233235467175624,768856064
1678831172299,200,617,682,349,29075.1171875,62,6,517,193,32,17,2,60,0.04554691477204543,759595008
1678831173197,200,584,2102,2404,31036.9375,77,10,462,15,35,2706,2,60,0.04931251478811872,769339392
1678831176298,200,487,6322,8285,40236.9140625,76,87,220,83,104,10248,2,60,0.032271529447435,753565696
1678831177196,200,2212,19202,9609,41855.3671875,330,110,1736,222,36,17,2,60,0.07955697786742696,756940800
1678831180298,200,468,16122,12541,22477.0234375,256,23,150,69,39,8960,2,60,0.027355308363837583,768442368
1678831182305,200,749,8082,4049,24053.9921875,96,31,573,194,49,17,2,60,0.038926223185250755,753352704
1678831184299,200,311,7342,7281,29145.5546875,74,113,56,45,68,7220,2,60,0.04491056611117533,753676288
1678831186305,200,414,7102,4469,30866.9921875,333,3,29,10,49,1837,2,60,0.03947710035101648,739917824
1678831188298,200,440,10542,11989,45102.296875,221,21,156,116,42,13437,2,60,0.038146894425314166,719159296
1678831190304,200,469,5342,7711,27286.8046875,105,269,56,81,39,10080,2,60,0.058976878547262655,740257792
1678831192299,200,1591,3902,1959,28875.3671875,73,21,1463,240,33,17,2,60,0.04429421107970435,751538176
1678831194304,200,492,542,3491,33244.2890625,199,144,111,37,38,6440,2,60,0.044159246107698065,766640128
1678831196299,200,1002,18382,11037,36154.1796875,842,3,75,20,81,3692,2,60,0.04750550165533352,760918016
1678831198304,200,3237,13302,6659,37436.8359375,624,27,2482,165,104,17,2,60,0.014680401014792833,761999360
1678831207251,200,699,782,399,40211.140625,118,16,533,211,32,17,2,60,0.021561638856892905,765521920
1678831204170,200,965,10922,5469,40502.265625,790,66,76,206,33,17,2,60,0.018498150395428303,751169536
1678831211251,200,720,19802,14731,31194.71875,594,5,71,76,50,9660,2,60,0.03421297063446621,739278848
1678831211155,200,861,8802,11076,36310.8125,507,33,76,115,245,13350,2,60,0.03421297063446621,746512384
1678831215807,200,1381,18182,11430,40231.3984375,259,893,130,25,99,4678,2,60,0.03759295959708834,701247488
1678831215916,200,1279,15482,7749,41214.75,323,82,843,243,31,17,2,60,0.03759295959708834,709238784
1678831221560,200,284,262,139,42583.296875,191,5,56,196,32,17,2,60,0.026033120495601515,722644992
1678831222351,200,243,4122,2069,44019.96875,70,14,81,204,78,17,2,60,0.0996275682393051,729186304
1678831225565,200,505,12042,6029,19066.4453125,203,182,48,143,72,17,2,60,0.03267131583445058,735502336
1678831226358,200,1949,17962,13405,26431.828125,62,24,1826,68,37,8848,2,60,0.1580798828033688,726106112
1678831229573,200,396,18082,9049,27948.2265625,301,18,44,277,33,17,2,60,0.03483836267833653,726220800
1678831231973,200,1069,10722,6395,29862.9296875,278,204,521,11,66,2068,2,60,0.03491186173110302,722432000
1678831233716,200,153,11662,5839,31401.6015625,86,7,28,279,32,17,2,60,0.04961574392496893,724131840
1678831235985,200,379,16962,8489,32976.484375,64,14,267,214,34,17,2,60,0.035495166546501804,741904384
1678831237726,200,528,7822,3919,34472.84375,403,48,42,230,35,17,2,60,0.04542144824914198,733171712
1678831239978,200,2148,2662,6973,45251.6875,310,165,1626,94,47,11284,2,60,0.034568672786859364,742408192
1678831241720,200,737,19742,14036,24718.734375,321,91,174,56,150,8330,2,60,0.03933932366804775,738467840
1678831244304,200,645,242,129,26195.328125,112,5,495,267,33,17,2,60,0.04682450013679093,743555072
1678831245817,200,877,7082,3549,27729.8125,729,8,59,291,81,17,2,60,0.06229225532847952,739987456
1678831248315,200,264,14802,7409,29276.0,75,109,47,278,33,17,2,60,0.03775676411925773,730968064
1678831249831,200,1197,10922,5469,30822.15625,238,12,916,288,31,17,2,60,0.05104455286180429,738320384
1678831252311,200,314,14142,7448,32413.6640625,77,97,67,4,73,754,2,60,0.03545043186377838,729477120
1678831254176,200,1152,1642,829,33793.1953125,309,9,756,133,78,17,2,60,0.053577208786867975,721543168
1678831256308,200,1301,18302,9159,35541.1171875,361,82,764,224,94,17,2,60,0.04279752565934211,740450304
1678831258177,200,226,11282,5649,36952.578125,76,18,90,276,42,17,2,60,0.04427487428769295,728829952
1678831260461,200,453,9642,4829,38514.296875,174,153,95,273,31,17,2,60,0.025677770926263756,735801344
1678831262190,200,588,12822,11927,22034.25,160,48,239,91,141,11032,2,60,0.050063337731858136,726323200
1678831264472,200,1134,19562,10471,24052.015625,79,7,1013,8,34,1381,2,60,0.051863707818624066,744554496
1678831266189,200,556,17502,10191,25938.6015625,345,71,49,15,91,2880,2,60,0.024616005090195996,731987968
1678831270169,200,804,6422,3219,27581.6484375,343,34,394,225,33,17,2,60,0.03328831633112262,719728640
1678831270680,200,649,17982,13275,34256.3828125,532,4,75,65,38,8568,2,60,0.08969556664521244,728465408
1678831274180,200,654,10082,5049,36034.7734375,470,96,54,300,34,17,2,60,0.022243779421303303,701173760
1678831277826,200,395,5202,2609,37518.75,265,0,99,208,31,17,2,60,0.02931464700474663,663076864
1678831408170,200,369,16102,8059,41955.53125,106,7,224,135,32,17,3,70,0.004799577540109814,672264192
1678831408581,200,4097,17542,13181,25323.5703125,498,5,3510,67,84,8820,3,70,0.05326744899582572,675430400
1678831411589,200,3859,2682,1889,25325.609375,1820,24,1892,6,123,1096,3,70,0.014129884003825845,660434944
1678831408915,200,2896,16322,14256,36889.6640625,1829,24,1002,103,41,12190,3,70,0.014129884003825845,663928832
1678831422603,200,411,7162,3589,38783.8359375,120,11,164,288,116,17,3,70,0.04256207048060954,633638912
1678831422641,200,4147,8862,8296,44478.6953125,1898,69,2142,50,37,7730,3,70,0.04256207048060954,639016960
1678831423561,200,3527,13202,12638,30184.4140625,429,2132,833,102,132,12074,3,70,0.23985531006652397,648867840
1678831427747,200,1304,18182,9099,32248.7265625,934,27,165,138,178,17,3,70,0.038193957259300734,659116032
1678831430936,200,1812,9822,10469,43373.640625,1721,26,22,92,43,11116,3,70,0.05278717405116533,643477504
1678831429595,200,1979,6062,3039,43631.6953125,611,123,1214,252,31,17,3,70,0.027001798103739323,658763776
1678831433910,200,259,18982,9499,45211.96875,172,13,42,254,32,17,3,70,0.04118947696514748,666640384
1678831435545,200,1281,7142,3579,20269.2578125,127,101,1020,249,33,17,3,70,0.046807924244557556,660049920
1678831436083,200,2976,11082,9076,25225.9921875,487,74,2357,43,58,7070,3,70,0.05878499522496538,643985408
